home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_lost,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_con,status
Poland,4,1,Denmark,0,4.0,-16.0,14.0,7.0,7.0,0.0,19.0,1
Switzerland,1,2,Spain,0,129.0,220.0,-26.0,-18.0,-1.0,-7.0,-8.0,3
Guatemala,2,0,United States,0,-544.0,-155.0,-33.0,-8.0,-19.0,-6.0,-62.0,1
Tunisia,0,0,Nigeria,0,433.0,105.0,-6.0,-4.0,-3.0,1.0,-5.0,2
Mexico,3,0,United States,0,173.0,-19.0,24.0,8.0,8.0,8.0,36.0,1
United States,0,0,El Salvador,0,540.0,130.0,27.0,8.0,13.0,6.0,40.0,2
Tunisia,3,0,Guinea,0,478.0,112.0,15.0,2.0,9.0,4.0,25.0,1
Netherlands,0,0,Russia,0,539.0,127.0,5.0,8.0,-5.0,2.0,-6.0,2
Sweden,1,0,Denmark,0,-439.0,-128.0,31.0,10.0,13.0,8.0,47.0,1
Switzerland,2,0,Finland,0,559.0,188.0,37.0,12.0,17.0,8.0,64.0,1
United States,1,1,China PR,0,501.0,137.0,33.0,8.0,19.0,6.0,62.0,2
Canada,1,2,El Salvador,0,258.0,60.0,-3.0,0.0,-3.0,0.0,-17.0,3
France,0,0,Russia,0,578.0,155.0,21.0,15.0,3.0,3.0,23.0,2
Germany,2,1,Italy,0,517.0,106.0,26.0,22.0,5.0,-1.0,48.0,1
Denmark,2,4,Portugal,0,194.0,102.0,-10.0,-5.0,-4.0,-1.0,-9.0,3
South Korea,1,0,Kuwait,0,711.0,105.0,31.0,6.0,17.0,8.0,64.0,1
Mexico,4,1,Haiti,0,790.0,172.0,54.0,16.0,24.0,14.0,84.0,1
United States,1,0,China PR,0,501.0,137.0,33.0,8.0,19.0,6.0,62.0,1
Canada,2,1,Suriname,0,397.0,153.0,3.0,0.0,3.0,0.0,5.0,1
Luxembourg,0,2,England,0,-818.0,-45.0,-69.0,-29.0,-19.0,-21.0,-64.0,3
Mexico,3,1,El Salvador,0,713.0,111.0,51.0,16.0,21.0,14.0,76.0,1
Northern Ireland,0,1,Netherlands,0,-456.0,-22.0,-37.0,-24.0,-6.0,-7.0,-25.0,3
Wales,0,2,Scotland,0,267.0,164.0,-18.0,-3.0,-11.0,-4.0,-37.0,3
Mexico,8,1,Suriname,0,852.0,204.0,57.0,16.0,27.0,14.0,98.0,1
Guinea,3,2,Tunisia,0,-478.0,-112.0,-15.0,-2.0,-9.0,-4.0,-25.0,1
Australia,1,2,Kuwait,0,365.0,73.0,13.0,2.0,8.0,3.0,25.0,3
Canada,2,1,Guatemala,0,262.0,85.0,3.0,0.0,3.0,0.0,5.0,1
United States,2,1,China PR,0,501.0,137.0,33.0,8.0,19.0,6.0,62.0,1
Mexico,2,1,Guatemala,0,717.0,136.0,57.0,16.0,27.0,14.0,98.0,1
Canada,1,1,Haiti,0,335.0,121.0,0.0,0.0,0.0,0.0,-9.0,2
Mexico,3,1,Canada,0,455.0,51.0,54.0,16.0,24.0,14.0,93.0,1
South Korea,0,0,Australia,0,346.0,32.0,18.0,4.0,9.0,5.0,39.0,2
Netherlands,1,0,Belgium,0,14.0,-56.0,2.0,7.0,-8.0,3.0,-24.0,1
Spain,2,0,Romania,0,470.0,39.0,42.0,22.0,10.0,10.0,40.0,1
Iran,1,0,Kuwait,0,348.0,23.0,12.0,2.0,7.0,3.0,18.0,1
Poland,1,1,Portugal,0,198.0,86.0,4.0,2.0,3.0,-1.0,10.0,2
Hong Kong,2,5,Australia,0,-443.0,-83.0,-16.0,-2.0,-10.0,-4.0,-31.0,3
Switzerland,1,0,Norway,0,518.0,192.0,29.0,10.0,14.0,5.0,56.0,1
Kuwait,2,2,South Korea,0,-711.0,-105.0,-31.0,-6.0,-17.0,-8.0,-64.0,2
Iran,2,2,South Korea,0,-363.0,-82.0,-19.0,-4.0,-10.0,-5.0,-46.0,2
Nigeria,0,1,Tunisia,0,-433.0,-105.0,6.0,4.0,3.0,-1.0,5.0,3
Poland,2,1,Sweden,0,443.0,112.0,-17.0,-3.0,-6.0,-8.0,-28.0,1
Singapore,0,2,Australia,0,-437.0,-71.0,-16.0,-2.0,-10.0,-4.0,-31.0,3
Czechoslovakia,1,0,Wales,0,-507.0,-260.0,25.0,10.0,13.0,2.0,41.0,1
England,2,0,Italy,0,619.0,104.0,-14.0,-16.0,2.0,0.0,-13.0,1
France,3,1,Bulgaria,0,593.0,127.0,40.0,31.0,4.0,5.0,24.0,1
Germany,4,1,Switzerland,0,79.0,-153.0,72.0,55.0,5.0,12.0,61.0,1
Northern Ireland,3,0,Belgium,0,-442.0,-78.0,-35.0,-17.0,-14.0,-4.0,-49.0,1
Portugal,4,0,Cyprus,0,520.0,90.0,30.0,14.0,10.0,6.0,35.0,1
Iran,3,0,Hong Kong,0,426.0,33.0,15.0,2.0,9.0,4.0,24.0,1
Kuwait,1,0,Australia,0,-365.0,-73.0,-13.0,-2.0,-8.0,-3.0,-25.0,1
Egypt,3,2,Tunisia,0,-418.0,-99.0,-8.0,-2.0,-4.0,-2.0,-13.0,1
Iran,1,0,Australia,0,-17.0,-50.0,-1.0,0.0,-1.0,0.0,-7.0,1
Iraq,3,0,Morocco,0,-397.0,-56.0,-13.0,-2.0,-6.0,-5.0,-18.0,1
Yugoslavia,0,1,Spain,0,-504.0,-59.0,-26.0,-14.0,-5.0,-7.0,-26.0,3
Kuwait,1,2,Iran,0,-348.0,-23.0,-12.0,-2.0,-7.0,-3.0,-18.0,3
Morocco,0,0,Iraq,0,397.0,56.0,13.0,2.0,6.0,5.0,18.0,2
South Korea,5,2,Hong Kong,0,789.0,115.0,34.0,6.0,19.0,9.0,70.0,1
Tunisia,4,1,Egypt,0,418.0,99.0,8.0,2.0,4.0,2.0,13.0,1
Germany,1,1,Wales,0,189.0,-133.0,104.0,66.0,21.0,17.0,121.0,2
Belgium,0,1,Italy,0,397.0,181.0,-35.0,-25.0,2.0,-12.0,-5.0,3
Ghana,4,0,Sierra Leone,0,566.0,134.0,12.0,4.0,5.0,3.0,16.0,1
Ghana,7,1,Gambia,0,574.0,131.0,12.0,4.0,5.0,3.0,16.0,1
Libya,0,1,Morocco,0,-479.0,-89.0,-16.0,-2.0,-9.0,-5.0,-22.0,3
Spain,2,1,Italy,0,309.0,39.0,-20.0,-15.0,1.0,-6.0,-5.0,1
Israel,2,0,Denmark,0,-669.0,-190.0,-17.0,-9.0,-5.0,-3.0,-23.0,1
Italy,2,2,France,0,-450.0,-153.0,17.0,11.0,-2.0,8.0,0.0,2
El Salvador,1,5,Mexico,0,-713.0,-111.0,-51.0,-16.0,-21.0,-14.0,-76.0,3
Ghana,3,1,Ivory Coast,0,469.0,105.0,3.0,1.0,0.0,2.0,2.0,1
Germany,2,1,England,0,-102.0,2.0,40.0,38.0,3.0,-1.0,61.0,1
Israel,1,2,Netherlands,0,-627.0,-121.0,-47.0,-27.0,-10.0,-10.0,-45.0,3
Morocco,2,3,Russia,0,328.0,53.0,-29.0,-17.0,-7.0,-5.0,-32.0,3
Ghana,2,1,Zambia,0,534.0,117.0,12.0,4.0,5.0,3.0,16.0,1
Morocco,1,1,Tunisia,0,-48.0,-43.0,1.0,0.0,0.0,1.0,-3.0,2
France,2,0,Portugal,0,191.0,61.0,36.0,20.0,9.0,7.0,42.0,1
German DR,3,1,Switzerland,0,-694.0,-298.0,-37.0,-12.0,-17.0,-8.0,-64.0,1
Germany,1,0,Russia,0,645.0,108.0,64.0,48.0,6.0,10.0,71.0,1
Ghana,1,1,Nigeria,0,449.0,95.0,-9.0,-2.0,-7.0,0.0,-14.0,2
Congo,0,1,Morocco,0,-490.0,-92.0,-16.0,-2.0,-9.0,-5.0,-22.0,3
Tunisia,3,1,Uganda,0,568.0,154.0,15.0,2.0,9.0,4.0,25.0,1
Ghana,3,0,Burkina Faso,0,550.0,131.0,12.0,4.0,5.0,3.0,16.0,1
Congo,0,0,Tunisia,0,-538.0,-135.0,-15.0,-2.0,-9.0,-4.0,-25.0,2
Morocco,0,3,Uganda,0,520.0,111.0,16.0,2.0,9.0,5.0,22.0,3
Ghana,1,0,Tunisia,0,16.0,-10.0,-3.0,2.0,-4.0,-1.0,-9.0,1
Ghana,2,0,Uganda,0,584.0,144.0,12.0,4.0,5.0,3.0,16.0,1
Nigeria,2,0,Tunisia,0,-433.0,-105.0,6.0,4.0,3.0,-1.0,5.0,1
Argentina,2,1,Peru,0,640.0,41.0,63.0,38.0,13.0,12.0,60.0,1
Belgium,1,0,Austria,0,504.0,142.0,19.0,8.0,6.0,5.0,25.0,1
Luxembourg,1,3,Poland,0,-656.0,-119.0,-34.0,-16.0,-13.0,-5.0,-45.0,3
Peru,1,3,Argentina,0,-640.0,-41.0,-63.0,-38.0,-13.0,-12.0,-60.0,3
Argentina,3,1,Bulgaria,0,716.0,87.0,55.0,40.0,8.0,7.0,40.0,1
Spain,3,0,Norway,0,389.0,-28.0,55.0,28.0,15.0,12.0,64.0,1
France,1,0,Brazil,0,-101.0,88.0,-43.0,-39.0,1.0,-5.0,-28.0,1
Switzerland,0,1,Austria,0,545.0,220.0,8.0,0.0,4.0,4.0,17.0,3
Argentina,2,0,Romania,0,734.0,113.0,60.0,35.0,15.0,10.0,61.0,1
Germany,0,1,Brazil,0,-34.0,41.0,0.0,-6.0,4.0,2.0,20.0,3
Iran,0,0,Yugoslavia,0,342.0,34.0,-22.0,-14.0,-4.0,-4.0,-22.0,2
Poland,5,2,Greece,0,653.0,173.0,24.0,14.0,7.0,3.0,25.0,1
Tunisia,0,4,Netherlands,0,-163.0,-31.0,-35.0,-25.0,-2.0,-8.0,-23.0,3
Mexico,0,1,Peru,0,575.0,66.0,39.0,11.0,17.0,11.0,65.0,3
Poland,3,0,Republic of Ireland,0,544.0,144.0,21.0,14.0,10.0,-3.0,35.0,1
Iran,0,1,Wales,0,-181.0,-225.0,10.0,1.0,8.0,1.0,20.0,3
England,1,1,Brazil,0,68.0,39.0,-40.0,-44.0,1.0,3.0,-41.0,2
German DR,0,0,Belgium,0,-653.0,-220.0,-48.0,-20.0,-19.0,-9.0,-72.0,2
Sweden,3,1,Germany,0,-503.0,-40.0,-58.0,-48.0,-3.0,-7.0,-52.0,1
Uruguay,2,0,Argentina,0,-69.0,84.0,-25.0,-19.0,-3.0,-3.0,-19.0,1
Iran,1,1,Bulgaria,0,290.0,-12.0,-11.0,-1.0,-6.0,-4.0,-29.0,2
Poland,1,0,Bulgaria,0,600.0,152.0,8.0,13.0,-2.0,-3.0,-8.0,1
Spain,2,0,Mexico,0,-199.0,-99.0,6.0,14.0,-9.0,1.0,-26.0,1
Brazil,3,0,Peru,0,618.0,-7.0,91.0,68.0,8.0,15.0,72.0,1
Argentina,3,0,Uruguay,0,69.0,-84.0,25.0,19.0,3.0,3.0,19.0,1
Finland,0,1,Mexico,0,-629.0,-67.0,-57.0,-16.0,-27.0,-14.0,-98.0,3
France,2,1,Iran,0,303.0,139.0,51.0,32.0,10.0,9.0,53.0,1
Wales,1,3,England,0,-291.0,135.0,-64.0,-28.0,-18.0,-18.0,-60.0,3
England,1,0,Northern Ireland,0,664.0,1.0,56.0,26.0,14.0,16.0,41.0,1
Brazil,2,0,Czechoslovakia,0,730.0,86.0,79.0,62.0,4.0,13.0,60.0,1
Scotland,1,1,Wales,0,-267.0,-164.0,18.0,3.0,11.0,4.0,37.0,2
France,2,0,Tunisia,0,202.0,59.0,51.0,32.0,10.0,9.0,52.0,1
Iran,3,0,Ghana,0,-117.0,-70.0,3.0,-2.0,4.0,1.0,8.0,1
Wales,1,0,Northern Ireland,0,373.0,136.0,-8.0,-2.0,-4.0,-2.0,-19.0,1
Austria,0,1,Netherlands,0,-518.0,-86.0,-21.0,-15.0,2.0,-8.0,-1.0,3
Scotland,0,1,England,0,-558.0,-29.0,-46.0,-25.0,-7.0,-14.0,-23.0,3
Japan,3,0,Thailand,0,541.0,109.0,21.0,5.0,11.0,5.0,29.0,1
Denmark,3,3,Republic of Ireland,0,540.0,160.0,7.0,7.0,3.0,-3.0,16.0,2
England,4,1,Hungary,0,683.0,66.0,37.0,14.0,5.0,18.0,7.0,1
Uruguay,0,0,Spain,0,195.0,158.0,-7.0,-6.0,2.0,-3.0,2.0,2
Norway,1,2,Denmark,0,-533.0,-127.0,-12.0,-7.0,-3.0,-2.0,-18.0,3
Australia,1,2,Greece,0,360.0,59.0,6.0,0.0,4.0,2.0,11.0,3
Australia,0,1,Greece,0,360.0,59.0,6.0,0.0,4.0,2.0,11.0,3
Indonesia,1,3,South Korea,0,-763.0,-96.0,-33.0,-6.0,-18.0,-9.0,-64.0,3
Iceland,0,0,Denmark,0,-662.0,-164.0,-17.0,-9.0,-4.0,-4.0,-21.0,2
Malaysia,1,3,South Korea,0,-763.0,-115.0,-34.0,-6.0,-19.0,-9.0,-70.0,3
Iraq,0,0,Japan,0,-500.0,-119.0,-18.0,-5.0,-8.0,-5.0,-25.0,2
South Korea,3,0,Thailand,0,748.0,91.0,34.0,6.0,19.0,9.0,70.0,1
Indonesia,2,1,Japan,0,-556.0,-114.0,-20.0,-5.0,-10.0,-5.0,-23.0,1
South Korea,2,0,Singapore,0,783.0,103.0,34.0,6.0,19.0,9.0,70.0,1
Japan,3,2,Syria,0,566.0,136.0,21.0,5.0,11.0,5.0,29.0,1
Japan,0,4,South Korea,0,-207.0,18.0,-13.0,-1.0,-8.0,-4.0,-41.0,3
Malaysia,4,1,Japan,0,-556.0,-133.0,-21.0,-5.0,-11.0,-5.0,-29.0,1
Iraq,0,2,South Korea,0,-707.0,-101.0,-31.0,-6.0,-16.0,-9.0,-66.0,3
Japan,1,2,Singapore,0,576.0,121.0,21.0,5.0,11.0,5.0,29.0,3
Indonesia,0,2,South Korea,0,-763.0,-96.0,-33.0,-6.0,-18.0,-9.0,-64.0,3
Japan,4,0,Thailand,0,541.0,109.0,21.0,5.0,11.0,5.0,29.0,1
South Korea,2,0,Syria,0,773.0,118.0,34.0,6.0,19.0,9.0,70.0,1
Iraq,0,2,South Korea,0,-707.0,-101.0,-31.0,-6.0,-16.0,-9.0,-66.0,3
Denmark,2,1,Sweden,0,439.0,128.0,-31.0,-10.0,-13.0,-8.0,-47.0,1
Finland,0,1,Poland,0,-578.0,-107.0,-34.0,-16.0,-13.0,-5.0,-45.0,3
France,2,2,Sweden,0,436.0,87.0,15.0,15.0,0.0,0.0,4.0,2
Iceland,0,0,United States,0,-544.0,-127.0,-30.0,-8.0,-17.0,-5.0,-57.0,2
Iceland,0,2,Poland,0,-666.0,-148.0,-31.0,-16.0,-11.0,-4.0,-40.0,3
Iran,0,1,Russia,0,275.0,16.0,-30.0,-17.0,-7.0,-6.0,-30.0,3
Switzerland,2,0,United States,0,103.0,102.0,4.0,4.0,-2.0,2.0,2.0,1
Lebanon,1,7,Mexico,0,-811.0,-175.0,-57.0,-16.0,-27.0,-14.0,-98.0,3
South Korea,2,2,Malaysia,0,763.0,115.0,34.0,6.0,19.0,9.0,70.0,2
South Korea,3,1,Bahrain,0,745.0,116.0,34.0,6.0,19.0,9.0,70.0,1
Belgium,1,1,Norway,0,477.0,114.0,40.0,18.0,16.0,6.0,64.0,2
Denmark,3,4,England,0,-166.0,90.0,-49.0,-20.0,-13.0,-16.0,-38.0,3
Netherlands,3,0,Iceland,0,620.0,95.0,47.0,27.0,9.0,11.0,43.0,1
Portugal,1,0,United States,0,-76.0,-65.0,-3.0,6.0,-9.0,0.0,-27.0,1
Yugoslavia,1,2,Spain,0,-504.0,-59.0,-26.0,-14.0,-5.0,-7.0,-26.0,3
Luxembourg,1,3,France,0,-649.0,-94.0,-66.0,-34.0,-19.0,-13.0,-77.0,3
Czechoslovakia,3,4,Germany,0,-696.0,-127.0,-79.0,-56.0,-8.0,-15.0,-80.0,3
Denmark,2,2,Bulgaria,0,596.0,168.0,-6.0,6.0,-9.0,-3.0,-27.0,2
Portugal,1,1,Belgium,0,-138.0,-89.0,-18.0,-6.0,-9.0,-3.0,-37.0,2
Romania,1,0,Poland,0,-618.0,-178.0,-13.0,-8.0,-5.0,0.0,-13.0,1
Switzerland,1,3,Netherlands,0,27.0,134.0,-13.0,-15.0,6.0,-4.0,16.0,3
Republic of Ireland,1,1,England,0,-706.0,-70.0,-56.0,-27.0,-16.0,-13.0,-54.0,2
Northern Ireland,2,1,Denmark,0,-498.0,-91.0,-7.0,-6.0,-1.0,0.0,-3.0,1
Wales,7,0,Malta,0,586.0,237.0,5.0,1.0,1.0,3.0,4.0,1
France,1,0,Spain,0,141.0,114.0,3.0,4.0,1.0,-2.0,5.0,1
Austria,1,2,Portugal,0,-366.0,-53.0,-1.0,-2.0,3.0,-2.0,12.0,3
Germany,0,0,Hungary,0,581.0,68.0,77.0,52.0,8.0,17.0,68.0,2
Israel,1,0,Belgium,0,-613.0,-177.0,-45.0,-20.0,-18.0,-7.0,-69.0,1
Netherlands,3,0,German DR,0,667.0,164.0,50.0,27.0,11.0,12.0,48.0,1
Poland,2,0,Switzerland,0,19.0,-81.0,-3.0,4.0,-4.0,-3.0,-19.0,1
Spain,1,0,Romania,0,470.0,39.0,42.0,22.0,10.0,10.0,40.0,1
Japan,1,4,Russia,0,431.0,116.0,-24.0,-14.0,-5.0,-5.0,-25.0,3
Japan,1,4,Russia,0,431.0,116.0,-24.0,-14.0,-5.0,-5.0,-25.0,3
Japan,0,3,Russia,0,431.0,116.0,-24.0,-14.0,-5.0,-5.0,-25.0,3
England,1,0,Czechoslovakia,0,798.0,125.0,39.0,18.0,5.0,16.0,19.0,1
Portugal,1,0,Scotland,0,198.0,17.0,7.0,10.0,-2.0,-1.0,-6.0,1
Wales,1,0,Turkey,0,499.0,235.0,-5.0,-4.0,-3.0,2.0,-13.0,1
Spain,5,0,Cyprus,0,570.0,37.0,63.0,30.0,18.0,15.0,72.0,1
Syria,2,1,Tunisia,0,-511.0,-116.0,-15.0,-2.0,-9.0,-4.0,-25.0,1
Germany,3,1,Netherlands,0,106.0,-19.0,59.0,40.0,11.0,8.0,77.0,1
Italy,1,0,Spain,0,-309.0,-39.0,20.0,15.0,-1.0,6.0,5.0,1
South Korea,4,1,Macau,0,857.0,164.0,34.0,6.0,19.0,9.0,70.0,1
Philippines,0,5,South Korea,0,-850.0,-159.0,-34.0,-6.0,-19.0,-9.0,-70.0,3
South Korea,1,0,China PR,0,676.0,76.0,34.0,6.0,19.0,9.0,70.0,1
Cape Verde,0,1,Senegal,0,-530.0,-133.0,-8.0,-3.0,-2.0,-3.0,-10.0,3
Guinea-Bissau,0,2,Senegal,0,-548.0,-144.0,-8.0,-3.0,-2.0,-3.0,-10.0,3
Guinea,1,3,Senegal,0,-444.0,-102.0,-8.0,-3.0,-2.0,-3.0,-10.0,3
Mali,0,1,Senegal,0,-466.0,-114.0,-8.0,-3.0,-2.0,-3.0,-10.0,3
Guinea,1,1,Senegal,0,-444.0,-102.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Liberia,1,1,Senegal,0,-519.0,-134.0,-8.0,-3.0,-2.0,-3.0,-10.0,2
Senegal,0,1,Togo,0,469.0,104.0,5.0,3.0,-1.0,3.0,4.0,3
England,4,0,Northern Ireland,0,664.0,1.0,56.0,26.0,14.0,16.0,41.0,1
Libya,1,0,Poland,0,-736.0,-216.0,-34.0,-16.0,-13.0,-5.0,-45.0,1
Tunisia,0,2,Poland,0,-209.0,-84.0,-19.0,-14.0,-4.0,-1.0,-20.0,3
Mauritania,2,2,Morocco,0,-510.0,-95.0,-16.0,-2.0,-9.0,-5.0,-22.0,2
Italy,3,0,Netherlands,0,-411.0,-125.0,33.0,18.0,6.0,9.0,29.0,1
France,3,0,Luxembourg,0,649.0,94.0,66.0,34.0,19.0,13.0,77.0,1
Malta,0,0,Germany,0,-775.0,-104.0,-109.0,-67.0,-22.0,-20.0,-125.0,2
Japan,2,1,South Korea,0,-207.0,18.0,-13.0,-1.0,-8.0,-4.0,-41.0,1
Bangladesh,1,3,Qatar,0,-543.0,-174.0,0.0,0.0,0.0,0.0,0.0,3
Senegal,2,1,Mali,0,466.0,114.0,8.0,3.0,2.0,3.0,10.0,1
Czechoslovakia,1,0,Spain,0,-488.0,-60.0,-33.0,-19.0,-4.0,-10.0,-27.0,1
Kuwait,3,1,Qatar,0,-410.0,-128.0,3.0,0.0,2.0,1.0,6.0,1
Saudi Arabia,2,1,United Arab Emirates,0,480.0,93.0,13.0,3.0,8.0,2.0,28.0,1
Mali,2,1,Senegal,0,-466.0,-114.0,-8.0,-3.0,-2.0,-3.0,-10.0,1
Iraq,2,0,Qatar,0,-406.0,-124.0,3.0,0.0,3.0,0.0,4.0,1
Belgium,1,1,Austria,0,504.0,142.0,19.0,8.0,6.0,5.0,25.0,2
Netherlands,3,0,Switzerland,0,-27.0,-134.0,13.0,15.0,-6.0,4.0,-16.0,1
Saudi Arabia,4,0,Oman,0,520.0,108.0,16.0,3.0,11.0,2.0,39.0,1
Qatar,1,0,United Arab Emirates,0,413.0,111.0,-3.0,0.0,-3.0,0.0,-11.0,1
Oman,0,1,Qatar,0,-453.0,-126.0,0.0,0.0,0.0,0.0,0.0,3
Turkey,0,0,Germany,0,-688.0,-102.0,-99.0,-62.0,-18.0,-19.0,-108.0,2
Saudi Arabia,1,1,Bahrain,0,511.0,121.0,16.0,3.0,11.0,2.0,39.0,2
Czechoslovakia,2,0,France,0,-629.0,-174.0,-36.0,-23.0,-5.0,-8.0,-32.0,1
Poland,1,1,Hungary,0,521.0,140.0,2.0,1.0,-1.0,2.0,-12.0,2
Romania,2,2,Spain,0,-470.0,-39.0,-42.0,-22.0,-10.0,-10.0,-40.0,2
Saudi Arabia,7,0,Qatar,0,67.0,-18.0,16.0,3.0,11.0,2.0,39.0,1
Kuwait,0,0,Saudi Arabia,0,-477.0,-110.0,-13.0,-3.0,-9.0,-1.0,-33.0,2
Bahrain,1,1,Qatar,0,-444.0,-139.0,0.0,0.0,0.0,0.0,0.0,2
Iraq,2,0,Saudi Arabia,0,-473.0,-106.0,-13.0,-3.0,-8.0,-2.0,-35.0,1
Morocco,4,1,Mauritania,0,510.0,95.0,16.0,2.0,9.0,5.0,22.0,1
Guinea,3,0,Cameroon,0,-422.0,-75.0,-23.0,-4.0,-12.0,-7.0,-43.0,1
German DR,2,1,Poland,0,-713.0,-217.0,-34.0,-16.0,-13.0,-5.0,-45.0,1
Argentina,2,1,Bulgaria,0,716.0,87.0,55.0,40.0,8.0,7.0,40.0,1
Cameroon,3,0,Guinea,0,422.0,75.0,23.0,4.0,12.0,7.0,43.0,1
Austria,0,0,Belgium,0,-504.0,-142.0,-19.0,-8.0,-6.0,-5.0,-25.0,2
Republic of Ireland,2,0,Denmark,0,-540.0,-160.0,-7.0,-7.0,-3.0,3.0,-16.0,1
Poland,2,0,Netherlands,0,46.0,53.0,-16.0,-11.0,2.0,-7.0,-3.0,1
United States,0,6,France,0,-115.0,4.0,-33.0,-26.0,0.0,-7.0,-15.0,3
Wales,0,2,Germany,0,-189.0,133.0,-104.0,-66.0,-21.0,-17.0,-121.0,3
Switzerland,0,2,German DR,0,694.0,298.0,37.0,12.0,17.0,8.0,64.0,3
Denmark,2,2,Sweden,0,439.0,128.0,-31.0,-10.0,-13.0,-8.0,-47.0,2
Norway,0,1,Portugal,0,-339.0,-25.0,-22.0,-12.0,-7.0,-3.0,-27.0,3
Brazil,6,0,Paraguay,0,523.0,-36.0,82.0,66.0,8.0,8.0,67.0,1
Northern Ireland,0,2,England,0,-664.0,-1.0,-56.0,-26.0,-14.0,-16.0,-41.0,3
Wales,3,0,Scotland,0,267.0,164.0,-18.0,-3.0,-11.0,-4.0,-37.0,1
Argentina,0,0,Netherlands,0,162.0,-12.0,31.0,16.0,12.0,3.0,45.0,2
Republic of Ireland,1,3,Germany,0,-604.0,-72.0,-96.0,-65.0,-19.0,-12.0,-115.0,3
Switzerland,2,0,Iceland,0,647.0,229.0,34.0,12.0,15.0,7.0,59.0,1
England,0,0,Wales,0,291.0,-135.0,64.0,28.0,18.0,18.0,60.0,2
England,3,1,Scotland,0,558.0,29.0,46.0,25.0,7.0,14.0,23.0,1
Iceland,1,3,Germany,0,-726.0,-76.0,-106.0,-67.0,-20.0,-19.0,-120.0,3
Italy,2,2,Argentina,0,-573.0,-113.0,2.0,2.0,-6.0,6.0,-16.0,2
Northern Ireland,1,1,Wales,0,-373.0,-136.0,8.0,2.0,4.0,2.0,19.0,2
Republic of Ireland,0,0,Argentina,0,-660.0,-79.0,-68.0,-41.0,-20.0,-7.0,-83.0,2
Brazil,5,1,Uruguay,0,47.0,-132.0,53.0,49.0,-2.0,6.0,31.0,1
Japan,4,0,Indonesia,0,556.0,114.0,20.0,5.0,10.0,5.0,23.0,1
Malta,0,2,Wales,0,-586.0,-237.0,-5.0,-1.0,-1.0,-3.0,-4.0,3
Scotland,1,3,Argentina,0,-512.0,-38.0,-58.0,-39.0,-11.0,-8.0,-52.0,3
Bulgaria,0,3,England,0,-762.0,-78.0,-43.0,-26.0,-4.0,-13.0,-11.0,3
Denmark,4,0,Northern Ireland,0,498.0,91.0,7.0,6.0,1.0,0.0,3.0,1
Iceland,1,2,Switzerland,0,-647.0,-229.0,-34.0,-12.0,-15.0,-7.0,-59.0,3
Sweden,0,0,England,0,-605.0,-38.0,-18.0,-10.0,0.0,-8.0,9.0,2
Austria,4,3,England,0,-726.0,-65.0,-40.0,-17.0,-6.0,-17.0,-17.0,1
Chile,0,0,Ecuador,0,-137.0,-32.0,23.0,7.0,10.0,6.0,38.0,2
New Zealand,1,0,Australia,0,-401.0,-62.0,-10.0,-2.0,-7.0,-1.0,-17.0,1
South Korea,4,1,Japan,0,207.0,-18.0,13.0,1.0,8.0,4.0,41.0,1
Ecuador,2,1,Chile,0,137.0,32.0,-23.0,-7.0,-10.0,-6.0,-38.0,1
Ghana,0,0,Liberia,0,569.0,134.0,12.0,4.0,5.0,3.0,16.0,2
Morocco,7,0,Togo,0,455.0,71.0,13.0,2.0,6.0,5.0,16.0,1
Denmark,1,2,Russia,0,581.0,196.0,-25.0,-10.0,-10.0,-5.0,-28.0,3
Malaysia,1,1,Japan,0,-556.0,-133.0,-21.0,-5.0,-11.0,-5.0,-29.0,2
Japan,2,0,Thailand,0,541.0,109.0,21.0,5.0,11.0,5.0,29.0,1
Myanmar,0,1,Japan,0,-623.0,-172.0,-21.0,-5.0,-11.0,-5.0,-29.0,3
Togo,2,1,Morocco,0,-455.0,-71.0,-13.0,-2.0,-6.0,-5.0,-16.0,1
Chile,1,0,Uruguay,0,-461.0,-68.0,-23.0,-13.0,-5.0,-5.0,-25.0,1
Indonesia,0,0,Japan,0,-556.0,-114.0,-20.0,-5.0,-10.0,-5.0,-23.0,2
Peru,2,1,Ecuador,0,-247.0,-89.0,8.0,1.0,5.0,2.0,22.0,1
Japan,3,1,Singapore,0,576.0,121.0,21.0,5.0,11.0,5.0,29.0,1
Bolivia,2,1,Argentina,0,-739.0,-72.0,-75.0,-43.0,-18.0,-14.0,-73.0,1
Uruguay,2,1,Chile,0,461.0,68.0,23.0,13.0,5.0,5.0,25.0,1
Bolivia,2,1,Brazil,0,-717.0,-24.0,-103.0,-73.0,-13.0,-17.0,-85.0,1
Liberia,3,1,Ghana,0,-569.0,-134.0,-12.0,-4.0,-5.0,-3.0,-16.0,1
Brazil,2,1,Argentina,0,-22.0,-48.0,28.0,30.0,-5.0,3.0,12.0,1
Argentina,3,0,Bolivia,0,739.0,72.0,75.0,43.0,18.0,14.0,73.0,1
Ecuador,2,1,Peru,0,247.0,89.0,-8.0,-1.0,-5.0,-2.0,-22.0,1
Brazil,2,0,Bolivia,0,717.0,24.0,103.0,73.0,13.0,17.0,85.0,1
