iter	RMSE
207	498.5292667
208	497.2962765
209	496.3678864
210	495.4862942
211	495.2676638
212	494.8222673
213	494.5519439
214	494.3130265
215	493.2911034
216	492.8608689
217	492.4982279
218	491.9387956
219	491.5862977
220	490.8885583
221	489.4918616
222	489.0762901
223	488.4030184
224	488.0989008
225	487.875596
226	486.545733
227	485.7469517
228	484.5186189
229	483.5222998
230	482.4629508
231	481.8701902
232	480.6776471
233	479.9121865
234	478.2963593
235	477.0646998
236	476.8755235
237	476.6393088
238	475.7121175
239	474.9973263
240	474.6869246
241	473.7569787
242	472.9110484
243	472.4697812
244	471.9217271
245	471.2287087
246	470.9628831
247	470.6875069
248	470.4538875
249	470.032689
250	469.5504295
251	468.7825626
252	467.9477279
253	467.0389548
254	466.433712
255	465.492665
256	464.7915834
257	464.6324499
258	463.7010841
259	462.0527295
260	461.7026188
261	461.5619189
262	460.8219465
263	460.6750528
264	460.0354308
265	459.9135542
266	458.6698828
267	458.5566057
268	458.3337926
269	457.7779091
270	457.074853
271	456.8512441
272	456.521146
273	455.7792889
274	455.571413
275	454.6608207
276	454.0633441
277	453.7091323
278	452.6621318
279	450.8825364
280	450.4347359
281	450.005109
282	449.8431753
283	449.6464292
284	449.4854718
285	448.9551225
286	448.1485786
287	447.4326234
288	447.30007
289	447.1864902
290	446.578942
291	445.3708095
292	443.9547164
293	442.5477415
294	442.0232076
295	440.7991589
296	439.9682631
297	438.7027089
298	438.4225498
299	438.0197992
300	437.6864014
301	436.9857853
302	436.6573348
303	436.4910258
304	434.8235702
305	434.3397655
306	434.2488948
307	433.4774234
308	433.1927202
309	432.9126725
310	432.7501244
311	432.006825
312	431.919328
313	431.8344878
314	431.4423638
315	430.661252
316	430.5643153
317	430.2087595
318	430.1831973
319	428.7572279
320	428.6548694
321	427.8948415
322	427.7502947
323	427.546903
324	427.4003383
325	426.0327967
326	424.2603709
327	423.2480019
328	422.7810759
329	422.3637672
330	421.9160723
331	421.3875551
332	421.1930011
333	421.0877174
334	420.8837555
335	420.7818166
336	420.6526174
337	420.526591
338	419.9071089
339	419.6436654
340	419.5508291
341	418.644362
342	417.363593
343	417.2780116
344	417.1433519
345	416.5018537
346	415.5321491
347	414.9141859
348	414.3824762
349	413.9481347
350	413.8582459
351	413.723986
352	412.9606156
353	412.8117606
354	411.975664
355	411.6254943
356	411.3078975
357	410.4863045
358	409.6471536
359	409.5830232
360	409.1899393
361	408.5095255
362	408.3876173
363	408.3133884
364	407.671485
365	406.8745464
366	406.4020213
367	406.1122052
368	405.7590233
369	405.6571504
370	404.650501
371	404.3699266
372	403.507193
373	402.2003213
374	401.8105943
375	401.3484561
376	400.9782268
377	399.9681633
378	399.5367848
379	399.4838029
380	398.9811175
381	398.8544682
382	398.5655679
383	398.4857745
384	398.3764825
385	398.3193172
386	397.9235095
387	397.5044933
388	396.6984615
389	395.7861235
390	394.9712155
391	394.5524418
392	394.2138026
393	392.784576
394	391.8637495
395	391.3776118
396	390.734697
397	390.4299111
398	389.251309
399	388.1129576
400	387.3172823
401	387.0807131
402	386.5521425
403	385.8708316
404	385.2175118
405	384.5641454
406	383.973375
407	383.5801411
408	383.2933748
409	382.7649715
410	382.0955976
411	382.0457644
412	381.7999443
413	381.2685771
414	380.1653999
415	379.7708591
416	379.4001803
417	378.6214313
418	378.079058
419	377.0954919
420	376.8797049
421	375.6688944
422	375.6039706
423	374.8043844
424	374.1058659
425	373.7644077
426	373.7075431
427	372.9433882
428	372.9043664
429	372.0957887
430	371.7232467
431	371.4038326
432	371.3553006
433	370.631868
434	370.4627326
435	370.4165855
436	369.5062989
437	368.818421
438	368.1898749
439	367.3245848
440	367.2607284
441	367.0439848
442	366.3328605
443	365.6355593
444	365.5846985
445	365.413916
446	365.1525539
447	364.7893136
448	364.2921961
449	363.7523657
450	363.509672
451	363.0991883
452	362.674313
453	362.198555
454	361.7417919
455	361.2399469
456	360.8646247
457	360.8185045
458	360.5077773
459	360.1525908
460	360.1174487
461	360.0662416
462	359.5646763
463	359.1419744
464	358.6964686
465	358.1826111
466	358.1147469
467	357.9998783
468	357.700417
469	357.614052
470	357.3316502
471	356.9092363
472	356.3028885
473	355.6032639
474	354.9449647
475	354.4568229
476	354.1284672
477	353.5381275
478	353.491545
479	353.1341942
480	352.7631232
481	352.542625
482	352.1272499
483	351.79896
484	351.5681517
485	351.2019075
486	351.1599222
487	350.5154692
488	350.2501206
489	349.7846179
490	349.2644725
491	348.9610373
492	348.8690786
493	348.6842129
494	348.6402612
495	347.6599335
496	347.2746959
497	346.9740593
498	346.7162722
499	346.6606459
500	346.6135399
501	345.860751
502	345.8307551
503	345.4922506
504	345.1016647
505	344.6248539
506	344.5779489
507	344.1110785
508	342.729898
509	342.2676355
510	341.9341856
511	341.5532532
512	341.1889161
513	340.9341111
514	340.6000314
515	340.2206092
516	339.6359967
517	339.5634392
518	339.2720953
519	338.5305651
520	338.4131571
521	338.0433753
522	337.8571536
523	337.811627
524	337.0803253
525	336.6307054
526	336.1078282
527	336.0555898
528	335.7804947
529	335.6727816
530	335.2917744
531	335.0366795
532	334.6540645
533	334.362015
534	333.5452874
535	332.9747787
536	332.4377877
537	331.7174189
538	331.365491
539	331.2380941
540	330.622769
541	330.5763282
542	330.0702981
543	329.4925144
544	329.0740927
545	328.7231053
546	328.1986288
547	327.8831183
548	327.6507675
549	327.4512258
550	327.2338649
551	326.8265622
552	326.4339025
553	325.6962414
554	325.3712968
555	324.8921663
556	324.5380802
557	324.2135942
558	323.8264228
559	323.2010116
560	322.9276263
561	322.7080306
562	322.450088
563	321.9832175
564	321.6172702
565	321.2868082
566	320.8458436
567	320.5200365
568	320.325439
569	320.1364801
570	319.7330734
571	319.4809483
572	318.9897739
573	318.5878644
574	318.3369897
575	318.0720166
576	318.0331277
577	317.6855705
578	317.4825626
579	317.3696425
580	317.2766077
581	316.9718177
582	316.647117
583	315.8889208
584	315.4066556
585	315.1522317
586	314.5275606
587	313.8706536
588	313.5804579
589	313.2301969
590	312.7866902
591	312.7056438
592	312.4699504
593	311.7953589
594	311.2378234
595	310.9456827
596	310.7155839
597	310.3279533
598	309.978354
599	309.6161664
600	309.0897039
601	308.8237326
602	308.6858622
603	308.2334308
604	307.9975979
605	307.9543452
606	307.493372
607	307.2677885
608	306.5922845
609	306.3763547
610	306.1602962
611	305.3340971
612	305.2910137
613	304.8755353
614	304.6362289
615	304.3268887
616	303.7747178
617	302.9408484
618	302.2401369
619	301.3998287
620	301.0502777
621	300.7877301
622	300.3349315
623	299.9588846
624	299.4987355
625	299.3933726
626	299.3241605
627	298.7370233
628	298.4435285
629	298.4286399
630	298.0881677
631	297.8289115
632	297.5570911
633	297.5323524
634	296.9266874
635	296.4219535
636	296.200799
637	295.5690418
638	295.1893891
639	294.6597165
640	294.4911524
641	294.3273323
642	293.8872622
643	293.66976
644	293.2642379
645	293.1234626
646	292.8053673
647	292.5889952
648	292.2067619
649	291.6113162
650	291.3231914
651	291.1606173
652	290.805928
653	290.4288068
654	289.9854108
655	289.7501192
656	289.4687676
657	288.9577812
658	288.9033635
659	288.5288902
660	288.1963641
661	287.9011928
662	287.7890294
663	287.542261
664	287.2015169
665	287.0019827
666	286.6237535
667	286.4696938
668	286.28041
669	286.0988839
670	285.8709711
671	285.5502668
672	285.2122127
673	284.727923
674	284.2416119
675	284.187559
676	284.0951613
677	283.5697782
678	283.1533286
679	282.8443149
680	282.7312354
681	282.6244513
682	282.2149639
683	281.673116
684	281.4142501
685	281.0790938
686	280.464401
687	280.0799571
688	279.724318
689	279.181482
690	278.4153735
691	278.2154898
692	278.0814213
693	277.7063458
694	277.4632914
695	276.9963856
696	276.793839
697	276.4117103
698	276.0720978
699	275.8373635
700	275.094568
701	274.7538204
702	274.4111337
703	274.318826
704	273.1875662
705	273.0611493
706	272.750224
707	272.6475019
708	272.20265
709	272.052527
710	271.7499711
711	271.4451747
712	271.3491222
713	271.2104772
714	270.711215
715	270.2666413
716	269.5579419
717	269.3413711
718	268.8773741
719	268.5809719
720	268.476707
721	268.2693291
722	268.2154499
723	267.6942027
724	267.1176718
725	266.714446
726	266.5161238
727	266.2880516
728	265.9586878
729	265.3702308
730	265.2063652
731	264.8120612
732	264.3662082
733	263.9375777
734	263.7303138
735	263.5671228
736	263.3499914
737	262.9772812
738	262.9036841
739	262.8545608
740	262.3848724
741	261.959277
742	261.6622908
743	261.2872666
744	260.962612
745	260.6707003
746	260.3120463
747	260.0033328
748	259.7779909
749	259.5515259
750	259.210619
751	258.8843765
752	258.5399087
753	258.3453074
754	258.2791522
755	257.752544
756	257.603201
757	257.5206463
758	257.3834604
759	257.066325
760	256.8108257
761	256.5279683
762	256.4506184
763	256.3983775
764	255.9592498
765	255.7182337
766	255.5363313
767	255.3407635
768	255.0607088
769	254.6972187
770	254.2328376
771	254.1066329
772	253.6410186
773	253.5770076
774	253.2337569
775	253.2053756
776	252.880302
777	252.5012118
778	252.3467746
779	252.1308016
780	251.8930677
781	251.6809072
782	251.5992249
783	251.1556146
784	250.9293034
785	250.5900371
786	250.0961815
787	249.9324123
788	249.538372
789	249.2528865
790	248.880758
791	248.5855735
792	248.4006793
793	248.0816967
794	247.8878055
795	247.7624609
796	247.6192087
797	247.5725083
798	247.342674
799	247.290095
800	246.7638934
801	246.6127013
802	246.4914864
803	246.3124165
804	245.7849138
805	245.6295005
806	245.2121544
807	244.8364025
808	244.7518906
809	244.5822785
810	244.5147551
811	244.2733959
812	244.1058109
813	243.9343146
814	243.7310155
815	243.6927678
816	243.4031591
817	243.2541023
818	242.8882257
819	242.6769461
820	242.517432
821	242.3814144
822	242.2352194
823	242.1233779
824	242.0391989
825	241.8517991
826	241.6564358
827	241.1003084
828	240.968481
829	240.4395983
830	240.2590164
831	240.0184068
832	239.8098818
833	239.6338224
834	239.4500236
835	239.2285686
836	239.0675038
837	239.0168767
838	238.7131531
839	238.1517117
840	237.9198233
841	237.7977622
842	237.6390943
843	237.461604
844	237.1765503
845	236.9682594
846	236.9367644
847	236.4775244
848	236.0668031
849	235.7042922
850	235.4803534
851	235.4033874
852	234.9529691
853	234.5385146
854	234.3751451
855	234.2781595
856	234.008603
857	233.815257
858	233.5861785
859	233.1476369
860	232.7395142
861	232.2829062
862	232.0166332
863	231.8846261
864	231.8066178
865	231.2998153
866	231.1520396
867	230.9385959
868	230.806339
869	230.6961184
870	230.6074973
871	230.476956
872	229.9789706
873	229.8301108
874	229.1613937
875	228.795574
876	228.5390574
877	228.4299146
878	228.1511443
879	228.0428311
880	227.9281539
881	227.8326592
882	227.6836266
883	227.5369604
884	227.2013647
885	226.9753229
886	226.756977
887	226.6156963
888	226.4285986
889	225.9705497
890	225.7754127
891	225.6296416
892	225.5260703
893	225.2879185
894	225.2269613
895	225.0487571
896	224.9039719
897	224.8717731
898	224.7025811
899	224.5420608
900	224.3495104
901	224.2747165
902	224.1384263
903	223.8281756
904	223.5506165
905	223.3605468
906	223.1745381
907	222.9562713
908	222.7132114
909	222.4725727
910	222.2883384
911	222.0948639
912	222.0028176
913	221.8491397
914	221.7679248
915	221.6178738
916	221.5854557
917	221.4324821
918	221.2137957
919	221.1877105
920	220.9567789
921	220.7513636
922	220.4518787
923	220.1552948
924	219.951359
925	219.8235681
926	219.6522924
927	219.4622266
928	219.4209076
929	219.3785222
930	218.9665779
931	218.7709355
932	218.3090445
933	218.2678181
934	218.2155957
935	218.0949741
936	217.8757329
937	217.7250835
938	217.4524922
939	217.2103109
940	216.9362305
941	216.7128632
942	216.5190455
943	216.3056257
944	216.2092794
945	215.8803828
946	215.4641486
947	215.1600305
948	214.8354827
949	214.5193657
950	214.2295176
951	214.0158012
952	213.7931697
953	213.7034029
954	213.5089643
955	213.353891
956	213.0317625
957	212.9525673
958	212.9100582
959	212.7066055
960	212.5774947
961	212.3555772
962	212.0434402
963	211.3514825
964	211.1461823
965	210.9564529
966	210.827248
967	210.5735458
968	210.3613583
969	210.0459008
970	209.8768821
971	209.3062636
972	209.1036797
973	208.9279148
974	208.746139
975	208.5923196
976	208.3634539
977	208.1641213
978	207.9054478
979	207.7271235
980	207.6815104
981	207.6689461
982	207.3260877
983	207.1488163
984	206.9255266
985	206.6198252
986	206.5376688
987	206.3861814
988	206.2597021
989	205.9347756
990	205.8085354
991	205.5712608
992	205.4730266
993	205.2277466
994	205.1955926
995	204.9894456
996	204.7517792
997	204.722242
998	204.4417864
999	204.2991523
